dataset,num_and_cat,time_lux_ablation,time_lux_pure,time_lux_proba,time_lux_shap,time_explan,time_lore,time_anchor
yeast,mlp-nosuite,0.17728281021118164,0.0,0.0,8.296365976333618,,3.9460411071777344,0.251631498336792
yeast,mlp-nosuite,0.14669489860534668,0.0,0.0,10.124093532562256,,3.5202791690826416,0.10271573066711426
yeast,mlp-nosuite,0.18096923828125,0.0,0.0,8.862839698791504,6.419634580612183,3.324408531188965,0.10978507995605469
yeast,mlp-nosuite,0.1416010856628418,0.0,0.0,7.027141094207764,,3.6476874351501465,0.22608661651611328
yeast,mlp-nosuite,0.11426067352294922,0.0,0.0,7.960536003112793,,3.526844024658203,0.16725373268127441
yeast,mlp-nosuite,0.38097620010375977,0.0,0.0,9.326696872711182,,3.644380569458008,0.147963285446167
yeast,mlp-nosuite,0.18792963027954102,0.0,0.0,7.967864990234375,,3.7886509895324707,0.302631139755249
yeast,mlp-nosuite,0.1828303337097168,0.0,0.0,9.341140508651733,,3.8486220836639404,0.19451379776000977
yeast,mlp-nosuite,0.1610584259033203,0.0,0.0,9.854176759719849,,3.801461935043335,0.3536229133605957
yeast,mlp-nosuite,0.1704692840576172,0.0,0.0,14.067899942398071,,3.6496965885162354,0.16486620903015137
yeast,mlp-nosuite,0.13720130920410156,0.0,0.0,8.142959833145142,,3.4342401027679443,0.2676241397857666
yeast,mlp-nosuite,0.3582038879394531,0.0,0.0,9.242380857467651,,3.5368568897247314,0.21981263160705566
yeast,mlp-nosuite,0.19603657722473145,0.0,0.0,9.75181770324707,,3.7900776863098145,0.154771089553833
yeast,mlp-nosuite,0.1383650302886963,0.0,0.0,14.260889530181885,,3.521470785140991,0.19718480110168457
yeast,mlp-nosuite,0.15676331520080566,0.0,0.0,7.480400085449219,,3.7312967777252197,0.18651461601257324
yeast,mlp-nosuite,0.18215489387512207,0.0,0.0,9.375731706619263,,3.7647039890289307,0.24779796600341797
yeast,mlp-nosuite,0.18780207633972168,0.0,0.0,8.054261207580566,,3.758582592010498,0.26020359992980957
yeast,mlp-nosuite,0.21424269676208496,0.0,0.0,5.486331462860107,,3.9544527530670166,0.32414722442626953
yeast,mlp-nosuite,0.19556307792663574,0.0,0.0,6.435815811157227,,3.8599748611450195,0.3979649543762207
yeast,mlp-nosuite,0.3351099491119385,0.0,0.0,12.271849155426025,,3.7886931896209717,0.19433212280273438
yeast,mlp-nosuite,0.16989517211914062,0.0,0.0,7.907939195632935,,3.4545652866363525,0.2615063190460205
yeast,mlp-nosuite,0.22088885307312012,0.0,0.0,9.863524198532104,,3.6428534984588623,0.15507841110229492
yeast,mlp-nosuite,0.17039728164672852,0.0,0.0,8.228531837463379,,3.7049641609191895,0.18891620635986328
yeast,mlp-nosuite,0.18419218063354492,0.0,0.0,13.26891303062439,,3.811474561691284,0.19186687469482422
yeast,mlp-nosuite,0.38162994384765625,0.0,0.0,10.155616283416748,,3.8048295974731445,0.2594735622406006
yeast,mlp-nosuite,0.21010637283325195,0.0,0.0,10.442119836807251,,4.043834924697876,0.24012088775634766
