dataset,num_and_cat,model_score,instance_certainty_clf,lux_conf_ablation,lux_conf_pure,lux_conf_proba,lux_conf_shap
yeast,mlp-nosuite,0.6145552560646901,0.6780052425850239,1.0,0.0,0.0,0.9878787878787879
yeast,mlp-nosuite,0.6145552560646901,0.8531615381686967,1.0,0.0,0.0,0.9946524064171122
yeast,mlp-nosuite,0.6145552560646901,0.8126741606934684,1.0,0.0,0.0,1.0
yeast,mlp-nosuite,0.6145552560646901,0.7591371208071217,0.9830508474576272,0.0,0.0,0.9838709677419356
yeast,mlp-nosuite,0.6145552560646901,0.8422697820980388,0.9791666666666666,0.0,0.0,1.0
yeast,mlp-nosuite,0.6145552560646901,0.5711574748886487,1.0,0.0,0.0,0.9953051643192488
yeast,mlp-nosuite,0.6145552560646901,0.7050179764938338,0.9871794871794872,0.0,0.0,0.9888268156424582
yeast,mlp-nosuite,0.6145552560646901,0.6334028371688032,1.0,0.0,0.0,1.0
yeast,mlp-nosuite,0.6145552560646901,0.6318918687370366,0.9230769230769231,0.0,0.0,0.9754601226993864
yeast,mlp-nosuite,0.6145552560646901,0.5997247662892797,0.9753086419753088,0.0,0.0,0.9789473684210528
yeast,mlp-nosuite,0.6145552560646901,0.967692652263809,0.989247311827957,0.0,0.0,0.9956140350877194
yeast,mlp-nosuite,0.6145552560646901,0.6883692377997135,0.986111111111111,0.0,0.0,0.9907834101382489
yeast,mlp-nosuite,0.6145552560646901,0.6317443243900134,0.9,0.0,0.0,1.0
yeast,mlp-nosuite,0.6145552560646901,0.658642626745885,0.9682539682539681,0.0,0.0,1.0
yeast,mlp-nosuite,0.6145552560646901,0.7807822288059009,0.9830508474576272,0.0,0.0,0.994475138121547
yeast,mlp-nosuite,0.6145552560646901,0.5055049635190281,1.0,0.0,0.0,1.0
yeast,mlp-nosuite,0.6145552560646901,0.6614997681358712,0.984126984126984,0.0,0.0,0.9936708860759493
yeast,mlp-nosuite,0.6145552560646901,0.6121005214777924,0.9047619047619048,0.0,0.0,0.9905660377358491
yeast,mlp-nosuite,0.6145552560646901,0.530153052101201,0.9285714285714286,0.0,0.0,0.9888888888888889
yeast,mlp-nosuite,0.6145552560646901,0.6473769722712428,1.0,0.0,0.0,0.9798270893371758
yeast,mlp-nosuite,0.6145552560646901,0.8114139329436056,0.9701492537313433,0.0,0.0,0.9912280701754386
yeast,mlp-nosuite,0.6145552560646901,0.9601648965494778,0.9583333333333334,0.0,0.0,0.9964664310954063
yeast,mlp-nosuite,0.6145552560646901,0.7579389759714255,1.0,0.0,0.0,0.9859154929577464
yeast,mlp-nosuite,0.6145552560646901,0.6298351471033775,0.9848484848484848,0.0,0.0,0.9709302325581394
yeast,mlp-nosuite,0.6145552560646901,0.47246123571852044,0.967741935483871,0.0,0.0,1.0
yeast,mlp-nosuite,0.6145552560646901,0.4445490504072603,0.984375,0.0,0.0,0.9545454545454547
yeast,mlp-nosuite,0.6145552560646901,0.6090416360233886,1.0,0.0,0.0,0.9901477832512315
