dataset,num_and_cat,model_score,instance_certainty_clf,cov_ablation,cov_pure,cov_proba,cov_shap,cov_EXPLAN,cov_LORE,cov_anchor
yeast,mlp-nosuite,0.6145552560646901,0.6780052425850239,0.05405405405405406,0.0,0.0,0.4594594594594595,,0.4594594594594595,1.0
yeast,mlp-nosuite,0.6145552560646901,0.8531615381686967,0.6756756756756757,0.0,0.0,0.16216216216216217,,0.6756756756756757,1.0
yeast,mlp-nosuite,0.6145552560646901,0.8126741606934684,0.4594594594594595,0.0,0.0,0.43243243243243246,0.7567567567567568,0.6486486486486487,1.0
yeast,mlp-nosuite,0.6145552560646901,0.7591371208071217,0.4864864864864865,0.0,0.0,0.4864864864864865,,0.4864864864864865,1.0
yeast,mlp-nosuite,0.6145552560646901,0.8422697820980388,0.8648648648648649,0.0,0.0,0.5405405405405406,,0.7027027027027027,1.0
yeast,mlp-nosuite,0.6145552560646901,0.5711574748886487,0.24324324324324326,0.0,0.0,0.24324324324324326,,0.35135135135135137,1.0
yeast,mlp-nosuite,0.6145552560646901,0.7050179764938338,0.7297297297297297,0.0,0.0,0.4594594594594595,,0.6756756756756757,1.0
yeast,mlp-nosuite,0.6145552560646901,0.6334028371688032,0.2702702702702703,0.0,0.0,0.21621621621621623,,0.24324324324324326,1.0
yeast,mlp-nosuite,0.6145552560646901,0.6318918687370366,0.16216216216216217,0.0,0.0,0.35135135135135137,,0.24324324324324326,1.0
yeast,mlp-nosuite,0.6145552560646901,0.5997247662892797,0.7567567567567568,0.0,0.0,0.7567567567567568,,0.972972972972973,1.0
yeast,mlp-nosuite,0.6145552560646901,0.967692652263809,0.8648648648648649,0.0,0.0,0.7837837837837838,,0.7837837837837838,1.0
yeast,mlp-nosuite,0.6145552560646901,0.6883692377997135,0.6756756756756757,0.0,0.0,0.7297297297297297,,0.8378378378378378,1.0
yeast,mlp-nosuite,0.6145552560646901,0.6317443243900134,0.08108108108108109,0.0,0.0,0.2702702702702703,,0.7837837837837838,1.0
yeast,mlp-nosuite,0.6145552560646901,0.658642626745885,0.5135135135135135,0.0,0.0,0.21621621621621623,,0.43243243243243246,1.0
yeast,mlp-nosuite,0.6145552560646901,0.7807822288059009,0.5675675675675675,0.0,0.0,0.5675675675675675,,0.5675675675675675,1.0
yeast,mlp-nosuite,0.6145552560646901,0.5055049635190281,0.4594594594594595,0.0,0.0,0.43243243243243246,,0.5405405405405406,1.0
yeast,mlp-nosuite,0.6145552560646901,0.6614997681358712,0.7567567567567568,0.0,0.0,0.5135135135135135,,0.8378378378378378,1.0
yeast,mlp-nosuite,0.6145552560646901,0.6121005214777924,0.16216216216216217,0.0,0.0,0.13513513513513514,,0.1891891891891892,1.0
