dataset,num_and_cat,model_score,instance_certainty_clf,hits_dectree,hits_lux_ablation,hits_lux_pure,hits_lux_proba,hits_lux_shap,hits_explan,hits_lore,hits_anchor
kr-vs-kp,./data/numerical_only/balanced,0.9899874843554443,0.9698166556055622,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
kr-vs-kp,./data/numerical_only/balanced,0.9899874843554443,0.9998535498127521,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0
kr-vs-kp,./data/numerical_only/balanced,0.9899874843554443,0.999999938904612,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0
kr-vs-kp,./data/numerical_only/balanced,0.9899874843554443,0.999889780060763,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0
kr-vs-kp,./data/numerical_only/balanced,0.9899874843554443,0.9804378985579575,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0
kr-vs-kp,./data/numerical_only/balanced,0.9899874843554443,0.9999998985905595,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0
kr-vs-kp,./data/numerical_only/balanced,0.9899874843554443,0.9997420491047312,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0
kr-vs-kp,./data/numerical_only/balanced,0.9899874843554443,0.9984508495236932,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
kr-vs-kp,./data/numerical_only/balanced,0.9899874843554443,0.9999998969630244,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
kr-vs-kp,./data/numerical_only/balanced,0.9899874843554443,0.9668005152358762,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0
kr-vs-kp,./data/numerical_only/balanced,0.9899874843554443,0.999989513855434,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0
kr-vs-kp,./data/numerical_only/balanced,0.9899874843554443,0.9999999610640593,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0
kr-vs-kp,./data/numerical_only/balanced,0.9899874843554443,0.9999976817625071,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
kr-vs-kp,./data/numerical_only/balanced,0.9899874843554443,0.9896071286600304,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0
kr-vs-kp,./data/numerical_only/balanced,0.9899874843554443,0.9999939654766336,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0
kr-vs-kp,./data/numerical_only/balanced,0.9899874843554443,0.9989989534442716,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
kr-vs-kp,./data/numerical_only/balanced,0.9899874843554443,0.9998245056041265,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0
kr-vs-kp,./data/numerical_only/balanced,0.9899874843554443,0.9991438736684206,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0
