dataset,num_and_cat,importance_gain_dtree,importance_gain_ablation,importance_gain_noproba,importance_gain_with_proba,importance_gain_shap,importance_gain_explan,importance_gain_lore,importance_gain_anchor
kr-vs-kp,./data/numerical_only/balanced,0.04685583795020949,0.05015704937619081,0,0,0.36979128347398427,0.0,0.18489564173699213,0.03759317588385828
kr-vs-kp,./data/numerical_only/balanced,0.09934906853116986,0.1655817808852831,0,0,0.07291777343704846,0.09934906853116986,0.09467413272757227,0.03304292145893382
kr-vs-kp,./data/numerical_only/balanced,0.45833353725483,0.45833353725483,0,0,0.45833353725483,0.45833353725483,0.45833353725483,0.14685087804842084
kr-vs-kp,./data/numerical_only/balanced,0.1518195345504158,0.1518195345504158,0,0,0.1476786960172785,0.08534979350604652,0.1518195345504158,0.12083624779669411
kr-vs-kp,./data/numerical_only/balanced,0.12900269185129562,0.2328178379933978,0,0,0.20498750225582696,0.09852995019178876,0.12796940429465845,0.03227349956593863
kr-vs-kp,./data/numerical_only/balanced,0.42689029575520976,0.42689029575520976,0,0,0.42689029575520976,0.8181322588495509,0.42689029575520976,0.03994113941003771
kr-vs-kp,./data/numerical_only/balanced,0.1345855092986477,0.2691710185972954,0,0,0.14773245395387039,0.03749172500237417,0.14773245395387039,0.06933122486776704
kr-vs-kp,./data/numerical_only/balanced,0.10758531097228649,0.3135013016179666,0,0,0.2925809356680921,0.23593501257961036,0.11889886581337188,0.18941098807794687
kr-vs-kp,./data/numerical_only/balanced,0.3751996206953039,0.32908350538481224,0,0,0.3751996206953039,0.18340929268532682,0.3751996206953039,0.10729091338804728
kr-vs-kp,./data/numerical_only/balanced,0.1551227740451969,0.2824746888304475,0,0,0.19381180078533827,0.14074342160569442,0.17184130983166007,0.033165246879102606
kr-vs-kp,./data/numerical_only/balanced,0.1676010810220891,0.26005730948987055,0,0,0.26005730948987055,0.23925767064985562,0.12365755577035188,0.1749772729050969
kr-vs-kp,./data/numerical_only/balanced,0.3077948861677282,0.3077948861677282,0,0,0.3077948861677282,0.21828780473920664,0.3077948861677282,0.1229266697246683
kr-vs-kp,./data/numerical_only/balanced,0.06332222890103027,0.10979666461423226,0,0,0.10227613970649907,0.08557406509100611,0.07552861315212772,0.05182461137664713
kr-vs-kp,./data/numerical_only/balanced,0.19431612337881518,0.31777076792677716,0,0,0.23832807594508287,0.31747704712137276,0.15888538396338858,0.19114254478131015
kr-vs-kp,./data/numerical_only/balanced,0.8224077986024351,0.8224077986024351,0,0,0.8224077986024351,0.8224077986024351,0.41120389930121753,0.007527880787332154
kr-vs-kp,./data/numerical_only/balanced,0.7709807804748138,0.7709807804748138,0,0,0.436359108308667,0.7709807804748138,0.40529202077777915,0.006567151491394398
kr-vs-kp,./data/numerical_only/balanced,0.07925373464853666,0.1396599621417296,0,0,0.14341829751681506,0.11926865729731681,0.09185654984868781,0.022545095202407047
kr-vs-kp,./data/numerical_only/balanced,0.2543472226994148,0.2543472226994148,0,0,0.2543472226994148,0.2543472226994148,0.2543472226994148,0.07319478182522682
kr-vs-kp,./data/numerical_only/balanced,0.15112033837419303,0.2776734620580397,0,0,0.222607269294861,0.1680797874911594,0.22445190711528046,0.06734263873620876
kr-vs-kp,./data/numerical_only/balanced,0.5553068504254313,0.5553068504254313,0,0,0.2628177454029768,0.1693020302797965,0.17171525103027815,0.027916705449531183
kr-vs-kp,./data/numerical_only/balanced,0.6436959851576983,0.6436959851576983,0,0,0.6436959851576983,0.32000251932942053,0.6436959851576983,0.0053484562454330494
kr-vs-kp,./data/numerical_only/balanced,0.0778682658275988,0.09985665067791866,0,0,0.09686030648280909,0.08823968318824074,0.08021789380749157,0.03241014713412689
kr-vs-kp,./data/numerical_only/balanced,0.10910932495519628,0.2402884144438484,0,0,0.32583144471913955,0.23801297736856147,0.20600081709072354,0.20689180784983371
kr-vs-kp,./data/numerical_only/balanced,0.33427027802183695,0.33427027802183695,0,0,0.33427027802183695,0.33427027802183695,0.33427027802183695,0.055630070271258415
kr-vs-kp,./data/numerical_only/balanced,0.10790098066385702,0.19716142036750703,0,0,0.23914401237614655,0.1608165565637951,0.1668660172972416,0.23262637902102684
kr-vs-kp,./data/numerical_only/balanced,0.1058442879694815,0.2115130565429717,0,0,0.14519058218681838,0.09073848520018458,0.0987119116713099,0.03182757272550456
kr-vs-kp,./data/numerical_only/balanced,0.1884686644224061,0.31034888061024074,0,0,0.31034888061024074,0.23276166045768057,0.2273337451765275,0.1914847223750362
kr-vs-kp,./data/numerical_only/balanced,0.1095525959798131,0.23764167129848401,0,0,0.28432709820486723,0.23764167129848401,0.19011333703878722,0.20449444987994045
kr-vs-kp,./data/numerical_only/balanced,0.22447815653469502,0.26442480982356115,0,0,0.22447815653469502,0.1818615717204235,0.20300150123885474,0.17825467845379478
kr-vs-kp,./data/numerical_only/balanced,0.10781684958711314,0.27353080888955916,0,0,0.2696558148006229,0.27353080888955916,0.12093931006208553,0.13482790740031145
kr-vs-kp,./data/numerical_only/balanced,0.1766307655339147,0.36026623502710675,0,0,0.17176597981501895,0.18013311751355338,0.1806481831142759,0.1806481831142759
kr-vs-kp,./data/numerical_only/balanced,0.19854092567991766,0.32054149571931134,0,0,0.320837980749878,0.24073257335923384,0.3214734801826545,0.19281131057911569
kr-vs-kp,./data/numerical_only/balanced,0.6635868152707868,0.6635868152707868,0,0,0.6635868152707868,0.2859410214626887,0.2292569608352865,0.006139616087931145
