dataset,num_and_cat,instance_certainty_clf,ac_score_ablation_acc,ac_score_pure_acc,ac_score_proba_acc,ac_score_shap_acc,model_score,dectree_score_acc,ac_score_explan_acc,ac_score_lore_acc
yeast,./data/numerical_only/balanced,0.6159443977723928,0.5135135135135135,0.0,0.0,0.6216216216216216,0.6199460916442049,0.5135135135135135,,0.5135135135135135
yeast,./data/numerical_only/balanced,0.8250250539742421,0.5945945945945946,0.0,0.0,0.6756756756756757,0.6199460916442049,0.5945945945945946,,0.6486486486486487
yeast,./data/numerical_only/balanced,0.7973071640762602,0.7297297297297297,0.0,0.0,0.6486486486486487,0.6199460916442049,0.6216216216216216,,0.6216216216216216
yeast,./data/numerical_only/balanced,0.8152199772725199,0.5945945945945946,0.0,0.0,0.0,0.6199460916442049,0.6216216216216216,,0.5945945945945946
yeast,./data/numerical_only/balanced,0.8682135999399115,0.6756756756756757,0.0,0.0,0.6216216216216216,0.6199460916442049,0.6216216216216216,,0.7027027027027027
yeast,./data/numerical_only/balanced,0.5445753778092669,0.40540540540540543,0.0,0.0,0.43243243243243246,0.6199460916442049,0.5405405405405406,,0.4864864864864865
yeast,./data/numerical_only/balanced,0.7244654908135044,0.5945945945945946,0.0,0.0,0.6486486486486487,0.6199460916442049,0.6486486486486487,,0.7027027027027027
yeast,./data/numerical_only/balanced,0.5921854212424509,0.5405405405405406,0.0,0.0,0.6216216216216216,0.6199460916442049,0.5405405405405406,,0.5135135135135135
yeast,./data/numerical_only/balanced,0.583264425971437,0.4594594594594595,0.0,0.0,0.40540540540540543,0.6199460916442049,0.4594594594594595,,0.5135135135135135
yeast,./data/numerical_only/balanced,0.6678515535326774,0.7837837837837838,0.0,0.0,0.8108108108108109,0.6199460916442049,0.8108108108108109,,0.7297297297297297
yeast,./data/numerical_only/balanced,0.9615023951134444,0.8108108108108109,0.0,0.0,0.0,0.6199460916442049,0.8378378378378378,,0.7027027027027027
yeast,./data/numerical_only/balanced,0.6553672710149224,0.7297297297297297,0.0,0.0,0.7297297297297297,0.6199460916442049,0.7027027027027027,,0.6486486486486487
yeast,./data/numerical_only/balanced,0.6091262814249407,0.6756756756756757,0.0,0.0,0.7027027027027027,0.6199460916442049,0.6216216216216216,,0.6216216216216216
yeast,./data/numerical_only/balanced,0.5888402956137627,0.5405405405405406,0.0,0.0,0.5135135135135135,0.6199460916442049,0.5405405405405406,,0.5135135135135135
yeast,./data/numerical_only/balanced,0.6227043135099942,0.5945945945945946,0.0,0.0,0.6486486486486487,0.6199460916442049,0.6216216216216216,,0.6756756756756757
yeast,./data/numerical_only/balanced,0.6343747033925953,0.5945945945945946,0.0,0.0,0.5405405405405406,0.6199460916442049,0.5945945945945946,,0.5675675675675675
yeast,./data/numerical_only/balanced,0.6727807790583862,0.43243243243243246,0.0,0.0,0.3783783783783784,0.6199460916442049,0.5405405405405406,,0.43243243243243246
yeast,./data/numerical_only/balanced,0.5451236663385215,0.4864864864864865,0.0,0.0,0.35135135135135137,0.6199460916442049,0.5135135135135135,,0.40540540540540543
yeast,./data/numerical_only/balanced,0.6624567000525368,0.7297297297297297,0.0,0.0,0.7027027027027027,0.6199460916442049,0.6756756756756757,,0.7837837837837838
yeast,./data/numerical_only/balanced,0.6909250911352561,0.5945945945945946,0.0,0.0,0.6756756756756757,0.6199460916442049,0.7027027027027027,,0.7027027027027027
yeast,./data/numerical_only/balanced,0.9291670920366423,0.43243243243243246,0.0,0.0,0.4594594594594595,0.6199460916442049,0.40540540540540543,,0.32432432432432434
yeast,./data/numerical_only/balanced,0.7141777014108566,0.7297297297297297,0.0,0.0,0.6486486486486487,0.6199460916442049,0.6756756756756757,,0.7027027027027027
yeast,./data/numerical_only/balanced,0.6052395960273713,0.5675675675675675,0.0,0.0,0.5945945945945946,0.6199460916442049,0.5945945945945946,,0.5675675675675675
yeast,./data/numerical_only/balanced,0.4220149154591119,0.5675675675675675,0.0,0.0,0.5135135135135135,0.6199460916442049,0.5675675675675675,,0.5945945945945946
yeast,./data/numerical_only/balanced,0.40411816448948457,0.5405405405405406,0.0,0.0,0.4594594594594595,0.6199460916442049,0.5135135135135135,,0.3783783783783784
yeast,./data/numerical_only/balanced,0.5708724648287542,0.5135135135135135,0.0,0.0,0.6756756756756757,0.6199460916442049,0.4594594594594595,,0.5945945945945946
