dataset,num_and_cat,model_score,instance_certainty_clf,hits_dectree,hits_lux_ablation,hits_lux_pure,hits_lux_proba,hits_lux_shap,hits_explan,hits_lore,hits_anchor
yeast,./data/numerical_only/balanced,0.6199460916442049,0.6159443977723928,1.0,0.0,0.0,0.0,1.0,,1.0,0.0
yeast,./data/numerical_only/balanced,0.6199460916442049,0.8250250539742421,1.0,1.0,0.0,0.0,1.0,,1.0,1.0
yeast,./data/numerical_only/balanced,0.6199460916442049,0.7973071640762602,1.0,1.0,0.0,0.0,1.0,,1.0,1.0
yeast,./data/numerical_only/balanced,0.6199460916442049,0.8152199772725199,1.0,1.0,0.0,0.0,0.0,,1.0,0.0
yeast,./data/numerical_only/balanced,0.6199460916442049,0.8682135999399115,1.0,1.0,0.0,0.0,1.0,,1.0,1.0
yeast,./data/numerical_only/balanced,0.6199460916442049,0.5445753778092669,1.0,1.0,0.0,0.0,1.0,,1.0,1.0
yeast,./data/numerical_only/balanced,0.6199460916442049,0.7244654908135044,1.0,1.0,0.0,0.0,1.0,,1.0,0.0
yeast,./data/numerical_only/balanced,0.6199460916442049,0.5921854212424509,1.0,1.0,0.0,0.0,1.0,,1.0,1.0
yeast,./data/numerical_only/balanced,0.6199460916442049,0.583264425971437,1.0,1.0,0.0,0.0,1.0,,1.0,0.0
yeast,./data/numerical_only/balanced,0.6199460916442049,0.6678515535326774,1.0,1.0,0.0,0.0,1.0,,1.0,0.0
yeast,./data/numerical_only/balanced,0.6199460916442049,0.9615023951134444,1.0,1.0,0.0,0.0,0.0,,1.0,0.0
yeast,./data/numerical_only/balanced,0.6199460916442049,0.6553672710149224,1.0,1.0,0.0,0.0,1.0,,1.0,0.0
yeast,./data/numerical_only/balanced,0.6199460916442049,0.6091262814249407,1.0,1.0,0.0,0.0,1.0,,1.0,1.0
yeast,./data/numerical_only/balanced,0.6199460916442049,0.5888402956137627,1.0,1.0,0.0,0.0,1.0,,1.0,0.0
yeast,./data/numerical_only/balanced,0.6199460916442049,0.6227043135099942,1.0,1.0,0.0,0.0,1.0,,1.0,1.0
yeast,./data/numerical_only/balanced,0.6199460916442049,0.6343747033925953,0.0,1.0,0.0,0.0,1.0,,1.0,0.0
yeast,./data/numerical_only/balanced,0.6199460916442049,0.6727807790583862,1.0,1.0,0.0,0.0,1.0,,1.0,0.0
yeast,./data/numerical_only/balanced,0.6199460916442049,0.5451236663385215,1.0,1.0,0.0,0.0,1.0,,1.0,0.0
yeast,./data/numerical_only/balanced,0.6199460916442049,0.6624567000525368,1.0,1.0,0.0,0.0,1.0,,1.0,0.0
yeast,./data/numerical_only/balanced,0.6199460916442049,0.6909250911352561,1.0,1.0,0.0,0.0,1.0,,1.0,0.0
yeast,./data/numerical_only/balanced,0.6199460916442049,0.9291670920366423,1.0,1.0,0.0,0.0,1.0,,1.0,1.0
yeast,./data/numerical_only/balanced,0.6199460916442049,0.7141777014108566,1.0,1.0,0.0,0.0,1.0,,1.0,1.0
yeast,./data/numerical_only/balanced,0.6199460916442049,0.6052395960273713,1.0,1.0,0.0,0.0,1.0,,1.0,0.0
yeast,./data/numerical_only/balanced,0.6199460916442049,0.4220149154591119,0.0,0.0,0.0,0.0,1.0,,1.0,0.0
yeast,./data/numerical_only/balanced,0.6199460916442049,0.40411816448948457,1.0,0.0,0.0,0.0,1.0,,1.0,0.0
yeast,./data/numerical_only/balanced,0.6199460916442049,0.5708724648287542,1.0,1.0,0.0,0.0,1.0,,1.0,1.0
yeast,./data/numerical_only/balanced,0.6199460916442049,0.5510224168197861,1.0,1.0,0.0,0.0,1.0,,1.0,1.0
yeast,./data/numerical_only/balanced,0.6199460916442049,0.632359732789611,1.0,1.0,0.0,0.0,1.0,,1.0,1.0
yeast,./data/numerical_only/balanced,0.6199460916442049,0.7262888224676121,1.0,1.0,0.0,0.0,1.0,,1.0,0.0
yeast,./data/numerical_only/balanced,0.6199460916442049,0.5530972798149265,1.0,1.0,0.0,0.0,1.0,,1.0,0.0
yeast,./data/numerical_only/balanced,0.6199460916442049,0.5687320025500944,1.0,1.0,0.0,0.0,1.0,,1.0,1.0
yeast,./data/numerical_only/balanced,0.6199460916442049,0.3672846357438283,1.0,1.0,0.0,0.0,1.0,,1.0,1.0
yeast,./data/numerical_only/balanced,0.6199460916442049,0.5000162232013681,1.0,1.0,0.0,0.0,1.0,,1.0,1.0
yeast,./data/numerical_only/balanced,0.6199460916442049,0.8278563226224367,0.0,1.0,0.0,0.0,1.0,,1.0,0.0
yeast,./data/numerical_only/balanced,0.6199460916442049,0.5522876982469606,0.0,0.0,0.0,0.0,1.0,,1.0,0.0
yeast,./data/numerical_only/balanced,0.6199460916442049,0.8728968638611734,1.0,1.0,0.0,0.0,1.0,,1.0,0.0
yeast,./data/numerical_only/balanced,0.6199460916442049,0.8699808209284432,1.0,1.0,0.0,0.0,1.0,,1.0,1.0
yeast,./data/numerical_only/balanced,0.6199460916442049,0.3127813850469842,1.0,0.0,0.0,0.0,1.0,,1.0,0.0
yeast,./data/numerical_only/balanced,0.6199460916442049,0.6253672523844045,1.0,1.0,0.0,0.0,1.0,,1.0,1.0
yeast,./data/numerical_only/balanced,0.6199460916442049,0.6180441721347284,1.0,1.0,0.0,0.0,1.0,,1.0,0.0
yeast,./data/numerical_only/balanced,0.6199460916442049,0.3158948114700807,1.0,1.0,0.0,0.0,1.0,,1.0,0.0
yeast,./data/numerical_only/balanced,0.6199460916442049,0.5663845231945416,1.0,0.0,0.0,0.0,1.0,,1.0,1.0
yeast,./data/numerical_only/balanced,0.6199460916442049,0.9418726516776678,1.0,1.0,0.0,0.0,1.0,,1.0,1.0
yeast,./data/numerical_only/balanced,0.6199460916442049,0.7251393528754612,1.0,1.0,0.0,0.0,1.0,,1.0,0.0
yeast,./data/numerical_only/balanced,0.6199460916442049,0.37398380595972847,1.0,1.0,0.0,0.0,1.0,,1.0,0.0
yeast,./data/numerical_only/balanced,0.6199460916442049,0.6596288414257484,1.0,1.0,0.0,0.0,1.0,,1.0,0.0
