dataset,num_and_cat,instance_certainty_clf,ac_score_ablation_acc,ac_score_pure_acc,ac_score_proba_acc,ac_score_shap_acc,model_score,dectree_score_acc,ac_score_explan_acc,ac_score_lore_acc
yeast,mlp-nosuite,0.7059430427120151,0.5945945945945946,0.0,0.0,0.6216216216216216,0.6172506738544474,0.6486486486486487,,0.5945945945945946
yeast,mlp-nosuite,0.854184224069063,0.5945945945945946,0.0,0.0,0.6216216216216216,0.6172506738544474,0.5945945945945946,0.5945945945945946,0.5945945945945946
yeast,mlp-nosuite,0.7687061589797701,0.5675675675675675,0.0,0.0,0.5675675675675675,0.6172506738544474,0.6486486486486487,,0.6756756756756757
yeast,mlp-nosuite,0.8153871353725672,0.5945945945945946,0.0,0.0,0.5945945945945946,0.6172506738544474,0.6216216216216216,,0.5675675675675675
yeast,mlp-nosuite,0.8517713481033629,0.6756756756756757,0.0,0.0,0.6486486486486487,0.6172506738544474,0.7567567567567568,,0.6756756756756757
yeast,mlp-nosuite,0.4910007150414382,0.40540540540540543,0.0,0.0,0.32432432432432434,0.6172506738544474,0.4594594594594595,,0.4864864864864865
yeast,mlp-nosuite,0.6965870220668589,0.7027027027027027,0.0,0.0,0.6486486486486487,0.6172506738544474,0.7837837837837838,,0.7297297297297297
yeast,mlp-nosuite,0.6082230414329826,0.6486486486486487,0.0,0.0,0.6486486486486487,0.6172506738544474,0.5675675675675675,,0.5135135135135135
yeast,mlp-nosuite,0.5307691251774221,0.4594594594594595,0.0,0.0,0.43243243243243246,0.6172506738544474,0.4864864864864865,,0.4594594594594595
yeast,mlp-nosuite,0.5898136535651094,0.8108108108108109,0.0,0.0,0.8108108108108109,0.6172506738544474,0.8108108108108109,,0.7567567567567568
yeast,mlp-nosuite,0.9769920903358666,0.8108108108108109,0.0,0.0,0.8108108108108109,0.6172506738544474,0.7837837837837838,,0.8378378378378378
yeast,mlp-nosuite,0.6550089218997267,0.6486486486486487,0.0,0.0,0.6486486486486487,0.6172506738544474,0.7027027027027027,,0.8108108108108109
yeast,mlp-nosuite,0.652156417544897,0.6756756756756757,0.0,0.0,0.6486486486486487,0.6172506738544474,0.6756756756756757,,0.7297297297297297
yeast,mlp-nosuite,0.590686225478177,0.5675675675675675,0.0,0.0,0.40540540540540543,0.6172506738544474,0.5945945945945946,,0.5405405405405406
yeast,mlp-nosuite,0.8068372530401193,0.6486486486486487,0.0,0.0,0.7027027027027027,0.6172506738544474,0.6486486486486487,,0.7567567567567568
yeast,mlp-nosuite,0.48720428480289174,0.6756756756756757,0.0,0.0,0.5945945945945946,0.6172506738544474,0.7297297297297297,,0.7027027027027027
yeast,mlp-nosuite,0.7066654959328711,0.6216216216216216,0.0,0.0,0.5675675675675675,0.6172506738544474,0.7027027027027027,,0.4594594594594595
yeast,mlp-nosuite,0.6383887042040087,0.43243243243243246,0.0,0.0,0.32432432432432434,0.6172506738544474,0.5405405405405406,,0.2972972972972973
