dataset,num_and_cat,model_score,instance_certainty_clf,lux_conf_ablation,lux_conf_pure,lux_conf_proba,lux_conf_shap
yeast,mlp-nosuite,0.6172506738544474,0.7059430427120151,0.9807692307692306,0.0,0.0,0.993421052631579
yeast,mlp-nosuite,0.6172506738544474,0.854184224069063,1.0,0.0,0.0,0.9727722772277227
yeast,mlp-nosuite,0.6172506738544474,0.7687061589797701,1.0,0.0,0.0,1.0
yeast,mlp-nosuite,0.6172506738544474,0.8153871353725672,0.9830508474576272,0.0,0.0,0.9870129870129871
yeast,mlp-nosuite,0.6172506738544474,0.8517713481033629,0.9791666666666666,0.0,0.0,0.98989898989899
yeast,mlp-nosuite,0.6172506738544474,0.4910007150414382,1.0,0.0,0.0,0.9719101123595506
yeast,mlp-nosuite,0.6172506738544474,0.6965870220668589,0.9871794871794872,0.0,0.0,0.9936305732484076
yeast,mlp-nosuite,0.6172506738544474,0.6082230414329826,0.9666666666666666,0.0,0.0,1.0
yeast,mlp-nosuite,0.6172506738544474,0.5307691251774221,0.8461538461538461,0.0,0.0,0.9556962025316456
yeast,mlp-nosuite,0.6172506738544474,0.5898136535651094,0.9883720930232558,0.0,0.0,0.9873417721518989
yeast,mlp-nosuite,0.6172506738544474,0.9769920903358666,0.989247311827957,0.0,0.0,1.0
yeast,mlp-nosuite,0.6172506738544474,0.6550089218997267,0.986111111111111,0.0,0.0,0.976190476190476
yeast,mlp-nosuite,0.6172506738544474,0.652156417544897,0.9767441860465116,0.0,0.0,1.0
yeast,mlp-nosuite,0.6172506738544474,0.590686225478177,0.96875,0.0,0.0,0.9854545454545456
yeast,mlp-nosuite,0.6172506738544474,0.8068372530401193,0.953125,0.0,0.0,0.9941860465116278
yeast,mlp-nosuite,0.6172506738544474,0.48720428480289174,0.6666666666666666,0.0,0.0,1.0
yeast,mlp-nosuite,0.6172506738544474,0.7066654959328711,0.9682539682539681,0.0,0.0,0.9772727272727273
yeast,mlp-nosuite,0.6172506738544474,0.6383887042040087,0.9047619047619048,0.0,0.0,0.9801980198019802
yeast,mlp-nosuite,0.6172506738544474,0.5399032225517664,0.8928571428571429,0.0,0.0,0.9857142857142858
yeast,mlp-nosuite,0.6172506738544474,0.6402846894575331,1.0,0.0,0.0,0.9873096446700508
yeast,mlp-nosuite,0.6172506738544474,0.8270420607641638,0.9701492537313433,0.0,0.0,0.9897959183673469
yeast,mlp-nosuite,0.6172506738544474,0.9559665576072347,1.0,0.0,0.0,1.0
yeast,mlp-nosuite,0.6172506738544474,0.7985630197835285,1.0,0.0,0.0,0.994011976047904
yeast,mlp-nosuite,0.6172506738544474,0.6227046815327231,0.962962962962963,0.0,0.0,0.994535519125683
yeast,mlp-nosuite,0.6172506738544474,0.5224487399404436,0.967741935483871,0.0,0.0,1.0
yeast,mlp-nosuite,0.6172506738544474,0.3891855150835529,0.9836065573770492,0.0,0.0,1.0
yeast,mlp-nosuite,0.6172506738544474,0.5911790368740227,0.9487179487179487,0.0,0.0,1.0
