dataset,num_and_cat,instance_mean_rule_EXPLAN,instance_std_rule_EXPLAN,feature_mean_rule_EXPLAN,feature_std_rule_EXPLAN,instance_mean_rule_LORE,instance_std_rule_LORE,feature_mean_rule_LORE,feature_std_rule_LORE,instance_mean_rule_ANCHOR,instance_std_rule_ANCHOR,feature_mean_rule_ANCHOR,feature_std_rule_ANCHOR,instance_mean_rule_LUX,instance_std_rule_LUX,feature_mean_rule_LUX,feature_std_rule_LUX
tmp,20,0.2729993579050175,0.25588395109883133,0.4033982683982684,0.2436934017322539,0.4452730088813805,0.20602838814087532,0.5493594738594738,0.19246532916866246,0.6796665975650236,0.24766216620453962,0.6796666666666669,0.24766218030929865,0.8517271667755558,0.13756066034944922,0.8879761904761905,0.1287789881066697
tmp,21,0.24073380378884918,0.2750182602206811,0.3239696969696969,0.26366540068002764,0.4914536002453598,0.208463899162522,0.6227000222000222,0.19411137143824556,0.7314578119987166,0.17844719305239043,0.7626666666666666,0.17621199353808661,0.6881263551439109,0.18954597631966327,0.8038412698412698,0.12096751977916136
tmp,22,0.2724972300716762,0.2711628934700928,0.3568571428571428,0.2672217394784463,0.38141664061928593,0.29101678495565186,0.6013333333333333,0.26351976522960596,0.82499987777416,0.2462214155173002,0.825,0.2462214450449026,0.7217084032826273,0.3541318041166859,0.7440000000000001,0.35674080226405275
tmp,23,0.2212375122361035,0.27560123148374965,0.3030966810966811,0.27164745378719535,0.43631155688902445,0.22059023005104564,0.5368037518037517,0.2107909413207453,0.5983333333333334,0.3327870523656566,0.5983333333333334,0.3327870523656566,0.8999790196217112,0.2128894377263692,0.9279999999999999,0.15367498169838836
tmp,24,0.22295525739605968,0.27591058722329503,0.3106839826839827,0.27433983228455966,0.3489549991055268,0.2266183380609742,0.5017332471450119,0.18982711010951672,0.685,0.278532862613293,0.685,0.278532862613293,0.5880240711946438,0.16377727631758446,0.7052723475355055,0.13146210013516166
tmp,25,0.21222552581239704,0.27613893086820757,0.29907287157287155,0.270952418440483,0.38314326788192365,0.23928828923266507,0.5546666666666666,0.20855088505045669,0.6033333333333334,0.26010681566532534,0.6033333333333334,0.26010681566532534,0.8175233191300245,0.18977101066850932,0.8319999999999999,0.19742340286804907
tmp,26,0.20591072401686394,0.27363630136152023,0.2944068709068709,0.25289904376814776,0.3982462607132715,0.21497219364781933,0.5324258927347162,0.1866873358650991,0.41017078784354005,0.25953859149405645,0.42182434232434235,0.2593702272283892,0.9027841823108218,0.058391041409231154,0.9316993464052287,0.04883735181576124
tmp,27,0.2602696546145956,0.2618988756540327,0.3657067932067932,0.2589086736733157,0.44856624140654655,0.2227381246657418,0.6062857142857143,0.1870839359564859,0.8096665470258329,0.2081689821747056,0.8096666666666666,0.20816900185506323,0.9770259148692466,0.04208048239923559,1.0,0.0
tmp,28,0.17874603248808896,0.28149518873240525,0.2556500721500721,0.27493582474683004,0.3156128788028244,0.2489344458265339,0.4198982128982129,0.21856767484539044,0.41954548410199705,0.34094677890128366,0.4228787878787879,0.33809169131396477,0.9398091071484181,0.08617186301226436,0.9640000000000001,0.07683749084919415
tmp,29,0.20477322372162415,0.27444225656009513,0.2773095238095238,0.2658502871872697,0.39228041691792453,0.21868310912330452,0.5509920634920635,0.18402517111917646,0.48081589699792693,0.2675742947823202,0.482484126984127,0.2674286403218606,0.5787773946739306,0.2461911420659672,0.7019999999999998,0.18787229705307806
tmp,30,0.2245769528711619,0.2679966407024568,0.2869656454656455,0.2582932472021292,0.3502859722129068,0.23750321838790753,0.4284518814518815,0.2276355921634843,0.6295873015873016,0.22953369097699974,0.6295873015873016,0.22953369097699974,0.7622566902389829,0.1622088095691324,0.8783333333333333,0.09830979002528088
tmp,31,0.17480471704959072,0.2834874084466946,0.23971394618453445,0.2791696671548229,0.3166255716204318,0.24014404712568305,0.4532804972804973,0.2122856796115622,0.3619287026883818,0.35352018964747023,0.3633419913419914,0.3525019675841939,0.7334620317781763,0.2422378938038224,0.8369999999999999,0.13921566003866087
tmp,32,0.19772980180492714,0.2772392430136539,0.30224314574314576,0.26207805006362545,0.29093660022143986,0.24784814743347144,0.3692859186736895,0.2311279666157444,0.54945506913791,0.25338008680527374,0.5511190476190476,0.2516765112729645,0.961787990411016,0.026430802784514255,0.991,0.019209372712298566
tmp,33,0.20042524365039857,0.2744532088756635,0.24798579198579201,0.2668261357744245,0.27778522598113325,0.2622834453280994,0.3660636030636031,0.24096114340208658,0.6339999099743467,0.27995949572585477,0.6339999999999999,0.2799595208835259,0.6136909848222679,0.435867277285761,0.664,0.468939228472091
tmp,34,0.20341819026477345,0.2803215469212778,0.28898204349829737,0.2767085706878772,0.3486711766856439,0.22547257726503972,0.43215108094519855,0.20543809779893504,0.5407373359457274,0.2897823920680894,0.549873015873016,0.28623186629010994,0.931132261050262,0.047040600929588394,0.9338245614035087,0.04650440947419671
tmp,35,0.19103176256039217,0.2769926798255313,0.24049715351727738,0.2668905781952684,0.3776442726016203,0.2199178883586743,0.5046738816738816,0.19233834074417785,0.3261925472392174,0.296130430247494,0.38826418026418025,0.28612649719523686,0.9036424820734879,0.1907427261892087,0.91,0.19209372712298545
