dimensionality,min_cov_lore,min_cov_explan,min_cov_lux,phantom_no_lore,phantom_no_explan,phantom_no_lux,phantom_ratio_lore,phantom_ratio_explan,phantom_ratio_lux,rules_lore,rules_explan,rules_lux
18,0.0,0.0,0.8653846153846154,11,10,0,0.2037037037037037,0.14285714285714285,0.0,54,70,32
18,0.0,0.0,1.2391304347826086,4,12,0,0.07272727272727272,0.13636363636363635,0.0,55,88,18
19,0.0,0.0,1.0,3,35,0,0.12,0.23972602739726026,0.0,25,146,25
19,0.0,0.0,0.42857142857142855,3,12,0,0.09090909090909091,0.12371134020618557,0.0,33,97,17
19,0.0,0.0,0.0,6,5,1,0.16666666666666666,0.06756756756756757,0.029411764705882353,36,74,34
19,0.0,0.0,1.0,12,7,0,0.2033898305084746,0.07526881720430108,0.0,59,93,32
19,0.0,0.0,0.5,7,39,0,0.14893617021276595,0.22285714285714286,0.0,47,175,35
19,0.0,0.0,0.9824561403508771,17,10,0,0.3953488372093023,0.11494252873563218,0.0,43,87,23
19,0.0,0.0,0.6666666666666666,6,30,0,0.16666666666666666,0.21739130434782608,0.0,36,138,35
19,0.08860759493670886,0.0,1.0,0,12,0,0.0,0.10810810810810811,0.0,33,111,28
19,0.0,0.0,1.7222222222222223,15,32,0,0.26785714285714285,0.22535211267605634,0.0,56,142,19
20,0.0,0.0,1.44,13,60,0,0.25,0.29850746268656714,0.0,52,201,25
20,0.0,0.0,0.8085106382978723,9,12,0,0.13846153846153847,0.13043478260869565,0.0,65,92,22
20,0.0,0.0,1.5714285714285714,14,25,0,0.2916666666666667,0.18382352941176472,0.0,48,136,20
20,0.0,0.0,0.5901639344262295,8,10,0,0.16326530612244897,0.12658227848101267,0.0,49,79,23
20,0.0,0.0,0.3770491803278688,8,17,0,0.16326530612244897,0.14655172413793102,0.0,49,116,26
20,0.0,0.0,0.9864864864864865,6,16,0,0.1111111111111111,0.1553398058252427,0.0,54,103,21
20,0.0,0.0,1.3333333333333333,27,16,0,0.4426229508196721,0.13793103448275862,0.0,61,116,23
20,0.0,0.0,1.0,4,16,0,0.10256410256410256,0.17204301075268819,0.0,39,93,34
20,0.0,0.0,1.3333333333333333,25,17,0,0.46296296296296297,0.15454545454545454,0.0,54,110,20
21,0.0,0.0,1.1666666666666667,4,17,0,0.12903225806451613,0.17525773195876287,0.0,31,97,19
21,0.0,0.0,1.0,4,19,0,0.1,0.13768115942028986,0.0,40,138,31
21,0.0,0.0,1.5,17,13,0,0.2786885245901639,0.14285714285714285,0.0,61,91,23
21,0.0,0.0,0.75,5,11,0,0.125,0.11956521739130435,0.0,40,92,22
21,0.0,0.0,1.3333333333333333,5,16,0,0.15151515151515152,0.17204301075268819,0.0,33,93,19
21,0.0,0.0,1.0,4,18,0,0.07407407407407407,0.17307692307692307,0.0,54,104,26
21,0.0,0.0,1.0,6,17,0,0.11538461538461539,0.16037735849056603,0.0,52,106,22
21,0.0,0.0,0.5,7,19,0,0.12962962962962962,0.16101694915254236,0.0,54,118,25
21,0.0,0.0,1.3333333333333333,9,31,0,0.17647058823529413,0.24603174603174602,0.0,51,126,21
22,0.0,0.0,1.1111111111111112,2,12,0,0.06060606060606061,0.13793103448275862,0.0,33,87,26
22,0.0,0.0,1.6666666666666667,11,6,0,0.2619047619047619,0.06741573033707865,0.0,42,89,23
22,0.0,0.0,0.4,19,42,0,0.3220338983050847,0.2198952879581152,0.0,59,191,33
22,0.0,0.0,1.0,18,23,0,0.2903225806451613,0.17164179104477612,0.0,62,134,29
22,0.0,0.0,0.0,6,11,1,0.10909090909090909,0.10377358490566038,0.02702702702702703,55,106,37
22,0.0,0.0,1.0,18,17,0,0.3829787234042553,0.14782608695652175,0.0,47,115,28
22,0.0,0.0,1.0714285714285714,8,26,0,0.1509433962264151,0.18571428571428572,0.0,53,140,32
22,0.0,0.0,0.4117647058823529,7,68,0,0.25,0.2857142857142857,0.0,28,238,33
22,0.0,0.0,1.25,22,34,0,0.36065573770491804,0.2138364779874214,0.0,61,159,25
23,0.0,0.0,0.48214285714285715,3,13,0,0.07142857142857142,0.11304347826086956,0.0,42,115,27
23,0.0,0.0,1.5454545454545454,5,26,0,0.11627906976744186,0.18181818181818182,0.0,43,143,23
23,0.0,0.0,0.5,14,62,0,0.2978723404255319,0.3069306930693069,0.0,47,202,24
23,0.0,0.0,1.4565217391304348,15,12,0,0.2830188679245283,0.12903225806451613,0.0,53,93,22
23,0.0,0.0,0.6,12,14,0,0.1935483870967742,0.14432989690721648,0.0,62,97,23
23,0.0,0.0,1.0,20,28,0,0.37037037037037035,0.2074074074074074,0.0,54,135,25
23,0.0,0.0,0.5,18,42,0,0.3157894736842105,0.28378378378378377,0.0,57,148,31
23,0.0,0.0,1.1428571428571428,8,12,0,0.1702127659574468,0.12903225806451613,0.0,47,93,23
23,0.0,0.0,0.6363636363636364,9,15,0,0.1875,0.1724137931034483,0.0,48,87,34
24,0.0,0.0,0.4444444444444444,9,14,0,0.1836734693877551,0.14,0.0,49,100,28
24,0.0,0.0,0.4222222222222222,5,4,0,0.13513513513513514,0.05128205128205128,0.0,37,78,26
24,0.0,0.0,1.8055555555555556,12,11,0,0.19672131147540983,0.1134020618556701,0.0,61,97,22
24,0.0,0.0,1.0,7,12,0,0.15217391304347827,0.125,0.0,46,96,31
24,0.0,0.0,0.5714285714285714,6,34,0,0.15,0.21935483870967742,0.0,40,155,36
24,0.0,0.0,0.75,11,7,0,0.275,0.08536585365853659,0.0,40,82,30
24,0.0,0.0,0.8125,23,46,0,0.41818181818181815,0.26136363636363635,0.0,55,176,33
24,0.0,0.0,0.8235294117647058,16,32,0,0.26666666666666666,0.1893491124260355,0.0,60,169,33
24,0.0,0.0,1.0,20,29,0,0.3508771929824561,0.21323529411764705,0.0,57,136,30
25,0.0,0.0,0.42857142857142855,43,48,0,0.6323529411764706,0.25263157894736843,0.0,68,190,34
25,0.0,0.0,1.0,14,13,0,0.25,0.13978494623655913,0.0,56,93,25
25,0.0,0.0,0.5882352941176471,9,6,0,0.18,0.06593406593406594,0.0,50,91,37
25,0.0,0.0,1.0,18,35,0,0.2857142857142857,0.23648648648648649,0.0,63,148,34
25,0.0,0.0,0.43902439024390244,7,43,0,0.12280701754385964,0.23243243243243245,0.0,57,185,40
25,0.0,0.0,0.7142857142857143,9,7,0,0.15,0.07,0.0,60,100,33
25,0.0,0.0,1.0,13,31,0,0.24528301886792453,0.22627737226277372,0.0,53,137,32
25,0.0,0.0,0.8076923076923077,3,1,0,0.0625,0.01282051282051282,0.0,48,78,34
25,0.0,0.0,0.7058823529411765,5,34,0,0.15625,0.20987654320987653,0.0,32,162,27
26,0.0,0.0,1.0,11,6,0,0.2,0.06666666666666667,0.0,55,90,36
26,0.0,0.0,1.0,16,34,0,0.26229508196721313,0.2236842105263158,0.0,61,152,35
26,0.0,0.0,1.0,9,8,0,0.14754098360655737,0.07920792079207921,0.0,61,101,22
26,0.0,0.0,1.0,8,21,0,0.13333333333333333,0.15671641791044777,0.0,60,134,25
26,0.0,0.0,1.0,4,7,0,0.07017543859649122,0.07777777777777778,0.0,57,90,36
26,0.0,0.0,1.25,20,48,0,0.2898550724637681,0.25396825396825395,0.0,69,189,22
26,0.0,0.0,0.5,11,17,0,0.1746031746031746,0.1504424778761062,0.0,63,113,23
26,0.0,0.0,0.4,10,46,0,0.22727272727272727,0.25274725274725274,0.0,44,182,35
26,0.0,0.0,0.8421052631578947,7,20,0,0.11864406779661017,0.1724137931034483,0.0,59,116,25
27,0.0,0.0,1.0,4,16,0,0.07272727272727272,0.13114754098360656,0.0,55,122,30
27,0.0,0.0,0.6666666666666666,33,64,0,0.4852941176470588,0.26229508196721313,0.0,68,244,27
27,0.0,0.0,1.7307692307692308,16,12,0,0.32,0.10714285714285714,0.0,50,112,25
27,0.0,0.0,1.096774193548387,2,35,0,0.08333333333333333,0.22151898734177214,0.0,24,158,22
27,0.0,0.0,1.0,11,14,0,0.22448979591836735,0.14285714285714285,0.0,49,98,31
27,0.0,0.0,2.0,13,16,0,0.2765957446808511,0.1415929203539823,0.0,47,113,20
27,0.0,0.0,0.6666666666666666,11,19,0,0.15492957746478872,0.15079365079365079,0.0,71,126,21
27,0.0,0.0,1.3333333333333333,9,19,0,0.17307692307692307,0.15833333333333333,0.0,52,120,32
27,0.0,0.0,1.5,26,28,0,0.4262295081967213,0.1958041958041958,0.0,61,143,24
28,0.0,0.0,0.5,28,14,0,0.4827586206896552,0.1346153846153846,0.0,58,104,34
28,0.0,0.0,0.5,17,29,0,0.265625,0.1895424836601307,0.0,64,153,31
28,0.0,0.0,0.6666666666666666,10,34,0,0.16666666666666666,0.2073170731707317,0.0,60,164,41
28,0.0,0.0,1.0,18,40,0,0.25,0.2185792349726776,0.0,72,183,36
28,0.0,0.0,1.0,7,5,0,0.12962962962962962,0.06172839506172839,0.0,54,81,24
28,0.0,0.0,1.5714285714285714,13,22,0,0.18055555555555555,0.17886178861788618,0.0,72,123,26
28,0.0,0.0,0.7272727272727273,20,15,0,0.2597402597402597,0.13761467889908258,0.0,77,109,22
28,0.0,0.0,1.0,13,39,0,0.23636363636363636,0.21311475409836064,0.0,55,183,25
28,0.0,0.0,0.4666666666666667,10,21,0,0.15873015873015872,0.15555555555555556,0.0,63,135,33
29,0.0,0.0,0.27586206896551724,14,14,0,0.28,0.09929078014184398,0.0,50,141,22
29,0.0,0.0,1.945945945945946,23,18,0,0.35384615384615387,0.14285714285714285,0.0,65,126,22
29,0.0,0.0,1.0,4,11,0,0.0851063829787234,0.11,0.0,47,100,29
29,0.0,0.0,0.5454545454545454,14,24,0,0.27450980392156865,0.15789473684210525,0.0,51,152,31
29,0.0,0.0,1.0,15,57,0,0.3,0.2766990291262136,0.0,50,206,24
29,0.0,0.0,1.0,12,21,0,0.21052631578947367,0.19090909090909092,0.0,57,110,33
29,0.0,0.0,0.5625,18,43,0,0.45,0.23118279569892472,0.0,40,186,33
29,0.0,0.0,0.4583333333333333,20,8,0,0.29411764705882354,0.08,0.0,68,100,26
29,0.0,0.0,0.3387096774193548,17,17,0,0.3148148148148148,0.19540229885057472,0.0,54,87,28
30,0.0,0.0,0.5,20,60,0,0.37735849056603776,0.26905829596412556,0.0,53,223,39
30,0.0,0.0,1.0,7,13,0,0.19444444444444445,0.11304347826086956,0.0,36,115,29
30,0.0,0.0,1.25,7,18,0,0.18421052631578946,0.1276595744680851,0.0,38,141,36
30,0.0,0.0,1.25,7,6,0,0.12280701754385964,0.04918032786885246,0.0,57,122,26
30,0.0,0.0,1.0,10,19,0,0.15873015873015872,0.15447154471544716,0.0,63,123,34
30,0.0,0.0,0.5,22,29,0,0.39285714285714285,0.18471337579617833,0.0,56,157,28
30,0.0,0.0,0.6351351351351351,3,15,0,0.058823529411764705,0.13043478260869565,0.0,51,115,22
30,0.0,0.0,1.0,10,11,0,0.16129032258064516,0.11458333333333333,0.0,62,96,39
30,0.0,0.0,0.5,10,11,0,0.16129032258064516,0.1,0.0,62,110,27
31,0.0,0.0,0.6379310344827587,13,15,0,0.20967741935483872,0.13392857142857142,0.0,62,112,25
31,0.0,0.0,0.8,23,20,0,0.32857142857142857,0.16666666666666666,0.0,70,120,34
31,0.0,0.0,1.5,5,14,0,0.10204081632653061,0.10294117647058823,0.0,49,136,25
31,0.0,0.0,0.7333333333333333,12,12,0,0.2608695652173913,0.10810810810810811,0.0,46,111,27
31,0.0,0.0,1.0,23,15,0,0.38333333333333336,0.12605042016806722,0.0,60,119,35
31,0.0,0.0,0.6666666666666666,30,35,0,0.4411764705882353,0.2023121387283237,0.0,68,173,29
31,0.0,0.0,0.925,15,66,0,0.3488372093023256,0.2857142857142857,0.0,43,231,28
31,0.0,0.0,1.2,8,29,0,0.11764705882352941,0.17575757575757575,0.0,68,165,23
31,0.0,0.0,1.1636363636363636,14,38,0,0.25,0.21965317919075145,0.0,56,173,26
32,0.0,0.0,0.6,13,53,0,0.203125,0.2623762376237624,0.0,64,202,27
32,0.0,0.0,1.3333333333333333,12,56,0,0.16666666666666666,0.25688073394495414,0.0,72,218,24
32,0.0,0.0,0.8125,29,24,0,0.42028985507246375,0.17518248175182483,0.0,69,137,23
32,0.0,0.0,1.5,15,25,0,0.2112676056338028,0.15822784810126583,0.0,71,158,36
32,0.0,0.0,1.1521739130434783,13,13,0,0.25,0.12380952380952381,0.0,52,105,35
32,0.0,0.0,1.0,29,21,0,0.4264705882352941,0.17355371900826447,0.0,68,121,34
32,0.0,0.0,1.0666666666666667,24,22,0,0.41379310344827586,0.16176470588235295,0.0,58,136,29
32,0.0,0.0,0.7058823529411765,12,20,0,0.17647058823529413,0.14492753623188406,0.0,68,138,31
32,0.0,0.0,0.8181818181818182,22,7,0,0.30985915492957744,0.0660377358490566,0.0,71,106,27
33,0.0,0.0,1.0,23,13,0,0.323943661971831,0.13402061855670103,0.0,71,97,35
33,0.0,0.0,1.0,27,15,0,0.35526315789473684,0.12,0.0,76,125,29
33,0.0,0.0,1.0,12,32,0,0.18461538461538463,0.1807909604519774,0.0,65,177,26
33,0.0,0.0,0.7727272727272727,32,14,0,0.49230769230769234,0.1206896551724138,0.0,65,116,32
33,0.0,0.0,0.5,3,12,0,0.125,0.11650485436893204,0.0,24,103,27
33,0.0,0.0,0.6666666666666666,19,2,0,0.31666666666666665,0.02631578947368421,0.0,60,76,34
33,0.0,0.0,1.0,3,18,0,0.0625,0.1267605633802817,0.0,48,142,26
33,0.0,0.0,1.368421052631579,20,21,0,0.38461538461538464,0.1721311475409836,0.0,52,122,24
33,0.0,0.0,0.5,16,12,0,0.2711864406779661,0.10344827586206896,0.0,59,116,36
34,0.0,0.0,0.4,7,32,0,0.15217391304347827,0.24060150375939848,0.0,46,133,28
34,0.0,0.0,1.0,10,9,0,0.2127659574468085,0.09090909090909091,0.0,47,99,26
34,0.0,0.0,0.6666666666666666,15,26,0,0.25,0.15853658536585366,0.0,60,164,34
34,0.0,0.0,1.0,7,7,0,0.14285714285714285,0.08641975308641975,0.0,49,81,26
34,0.0,0.0,1.411764705882353,11,24,0,0.15942028985507245,0.16216216216216217,0.0,69,148,23
34,0.0,0.0,0.9761904761904762,16,15,0,0.3333333333333333,0.12605042016806722,0.0,48,119,38
