dataset,num_and_cat,time_lux_ablation,time_lux_pure,time_lux_proba,time_lux_shap,time_explan,time_lore,time_anchor
kr-vs-kp,./data/num_and_cat/balanced,0.8242695331573486,0.0,0.0,47.245354413986206,12.090670347213745,45.04508328437805,2.0963728427886963
kr-vs-kp,./data/num_and_cat/balanced,1.1739461421966553,0.0,0.0,38.723121881484985,7.584587574005127,45.04532265663147,1.3224635124206543
kr-vs-kp,./data/num_and_cat/balanced,0.6233372688293457,0.0,0.0,31.361600875854492,3.399036407470703,44.51658511161804,1.4692652225494385
kr-vs-kp,./data/num_and_cat/balanced,0.5847716331481934,0.0,0.0,36.33853340148926,2.802011728286743,43.92767310142517,3.4444005489349365
kr-vs-kp,./data/num_and_cat/balanced,0.6801247596740723,0.0,0.0,32.31479620933533,7.158559322357178,45.30931305885315,0.49874162673950195
kr-vs-kp,./data/num_and_cat/balanced,0.5350320339202881,0.0,0.0,32.630854845047,2.229527473449707,44.49164795875549,0.906012773513794
kr-vs-kp,./data/num_and_cat/balanced,0.5188651084899902,0.0,0.0,40.47885060310364,10.55415391921997,44.73560380935669,0.739614725112915
kr-vs-kp,./data/num_and_cat/balanced,0.7081573009490967,0.0,0.0,33.62415647506714,2.9788527488708496,44.55807018280029,1.0027093887329102
kr-vs-kp,./data/num_and_cat/balanced,0.9459671974182129,0.0,0.0,34.359471797943115,3.5994114875793457,44.21192526817322,1.4710545539855957
kr-vs-kp,./data/num_and_cat/balanced,0.6642003059387207,0.0,0.0,31.602965354919434,2.223043918609619,44.52983093261719,2.4981508255004883
kr-vs-kp,./data/num_and_cat/balanced,0.7680826187133789,0.0,0.0,31.74675464630127,3.4493401050567627,44.57519769668579,1.3675456047058105
kr-vs-kp,./data/num_and_cat/balanced,0.5968070030212402,0.0,0.0,36.13158988952637,9.504873991012573,44.09077739715576,1.3993842601776123
kr-vs-kp,./data/num_and_cat/balanced,0.7695696353912354,0.0,0.0,33.17443776130676,10.211051940917969,47.14390563964844,2.8607094287872314
kr-vs-kp,./data/num_and_cat/balanced,0.9976029396057129,0.0,0.0,34.29704475402832,3.1757326126098633,45.01278352737427,1.3874537944793701
kr-vs-kp,./data/num_and_cat/balanced,0.5550398826599121,0.0,0.0,31.756163835525513,2.944410562515259,43.649792432785034,3.6239895820617676
kr-vs-kp,./data/num_and_cat/balanced,0.886124849319458,0.0,0.0,35.887367486953735,1.972787618637085,43.74000883102417,4.046270847320557
kr-vs-kp,./data/num_and_cat/balanced,1.0044701099395752,0.0,0.0,36.57999539375305,3.258354663848877,47.187487840652466,3.3001201152801514
kr-vs-kp,./data/num_and_cat/balanced,0.5820846557617188,0.0,0.0,32.2642548084259,2.083097457885742,43.9336359500885,3.7316722869873047
kr-vs-kp,./data/num_and_cat/balanced,0.7168049812316895,0.0,0.0,32.76932334899902,3.2405948638916016,44.383976459503174,0.9299263954162598
kr-vs-kp,./data/num_and_cat/balanced,0.6706979274749756,0.0,0.0,43.363134145736694,6.606882810592651,43.49595069885254,3.5121142864227295
kr-vs-kp,./data/num_and_cat/balanced,0.5360047817230225,0.0,0.0,36.442272663116455,5.133874177932739,45.553595542907715,4.78464412689209
kr-vs-kp,./data/num_and_cat/balanced,0.8943819999694824,0.0,0.0,33.3671133518219,4.666909456253052,46.169732332229614,3.257767915725708
