dataset,num_and_cat,model_score,instance_certainty_clf,dectree_score,ac_score_ablation,ac_score_pure,ac_score_proba,ac_score_shap,ac_score_explan,ac_score_lore,dectree_score_prec,prec_score_ablation,prec_score_pure,prec_score_proba,prec_score_shap,prec_score_explan,prec_score_lore,dectree_score_rec,rec_score_ablation,rec_score_pure,rec_score_proba,rec_score_shap,rec_score_explan,rec_score_lore,dectree_score_f1,f1_score_ablation,f1_score_pure,f1_score_proba,f1_score_shap,f1_score_explan,f1_score_lore
kr-vs-kp,./data/num_and_cat/balanced,0.983729662077597,1.0,0.9746835443037974,0.9746835443037974,0,0,0.9746835443037974,0.9113924050632911,0.9113924050632911,0.9591836734693877,0.9591836734693877,0,0,0.9591836734693877,1.0,0.9545454545454546,1.0,1.0,0,0,1.0,0.851063829787234,0.8936170212765957,0.9791666666666666,0.9791666666666666,0,0,0.9791666666666666,0.9195402298850576,0.9230769230769231
kr-vs-kp,./data/num_and_cat/balanced,0.983729662077597,0.69,0.9367088607594937,0.9367088607594937,0,0,0.9493670886075949,0.9240506329113924,0.8607594936708861,0.9272727272727272,0.9607843137254902,0,0,0.98,0.9423076923076923,0.9361702127659575,0.9807692307692307,0.9423076923076923,0,0,0.9423076923076923,0.9423076923076923,0.8461538461538461,0.9532710280373831,0.9514563106796117,0,0,0.9607843137254902,0.9423076923076923,0.8888888888888888
kr-vs-kp,./data/num_and_cat/balanced,0.983729662077597,0.98,1.0,0.9620253164556962,0,0,0.9873417721518988,0.8734177215189873,0.9746835443037974,1.0,0.9285714285714286,0,0,0.975,0.7959183673469388,0.9512195121951219,1.0,1.0,0,0,1.0,1.0,1.0,1.0,0.962962962962963,0,0,0.9873417721518987,0.8863636363636364,0.975
kr-vs-kp,./data/num_and_cat/balanced,0.983729662077597,1.0,0.9746835443037974,0.9873417721518988,0,0,0.9746835443037974,0.9367088607594937,0.7848101265822784,0.9655172413793104,1.0,0,0,0.9655172413793104,0.9322033898305084,0.7746478873239436,1.0,0.9821428571428571,0,0,1.0,0.9821428571428571,0.9821428571428571,0.9824561403508771,0.9909909909909909,0,0,0.9824561403508771,0.9565217391304348,0.8661417322834646
kr-vs-kp,./data/num_and_cat/balanced,0.983729662077597,0.97,0.9746835443037974,0.9746835443037974,0,0,0.9746835443037974,0.9367088607594937,0.8481012658227848,0.96,0.96,0,0,0.96,1.0,0.95,1.0,1.0,0,0,1.0,0.8958333333333334,0.7916666666666666,0.9795918367346939,0.9795918367346939,0,0,0.9795918367346939,0.945054945054945,0.8636363636363635
kr-vs-kp,./data/num_and_cat/balanced,0.983729662077597,0.99,0.9873417721518988,1.0,0,0,1.0,1.0,0.8607594936708861,0.98,1.0,0,0,1.0,1.0,1.0,1.0,1.0,0,0,1.0,1.0,0.7755102040816326,0.98989898989899,1.0,0,0,1.0,1.0,0.8735632183908045
kr-vs-kp,./data/num_and_cat/balanced,0.983729662077597,1.0,1.0,0.9873417721518988,0,0,1.0,0.9873417721518988,0.8987341772151899,1.0,0.9846153846153847,0,0,1.0,1.0,0.8888888888888888,1.0,1.0,0,0,1.0,0.984375,1.0,1.0,0.9922480620155039,0,0,1.0,0.9921259842519685,0.9411764705882353
kr-vs-kp,./data/num_and_cat/balanced,0.983729662077597,0.98,0.9746835443037974,0.9620253164556962,0,0,0.9873417721518988,0.9493670886075949,0.9493670886075949,1.0,0.9795918367346939,0,0,0.9803921568627451,0.9791666666666666,0.9791666666666666,0.96,0.96,0,0,1.0,0.94,0.94,0.9795918367346939,0.9696969696969697,0,0,0.99009900990099,0.9591836734693877,0.9591836734693877
kr-vs-kp,./data/num_and_cat/balanced,0.983729662077597,1.0,0.9873417721518988,0.9873417721518988,0,0,1.0,0.7848101265822784,1.0,0.984375,0.984375,0,0,1.0,1.0,1.0,1.0,1.0,0,0,1.0,0.7301587301587301,1.0,0.9921259842519685,0.9921259842519685,0,0,1.0,0.8440366972477064,1.0
kr-vs-kp,./data/num_and_cat/balanced,0.983729662077597,0.95,1.0,1.0,0,0,0.9746835443037974,0.9873417721518988,1.0,1.0,1.0,0,0,0.9565217391304348,0.9777777777777777,1.0,1.0,1.0,0,0,1.0,1.0,1.0,1.0,1.0,0,0,0.9777777777777777,0.9887640449438202,1.0
kr-vs-kp,./data/num_and_cat/balanced,0.983729662077597,0.98,0.9493670886075949,0.9240506329113924,0,0,0.9493670886075949,0.9240506329113924,0.9240506329113924,0.9464285714285714,0.9444444444444444,0,0,0.9464285714285714,0.9285714285714286,0.9615384615384616,0.9814814814814815,0.9444444444444444,0,0,0.9814814814814815,0.9629629629629629,0.9259259259259259,0.9636363636363636,0.9444444444444444,0,0,0.9636363636363636,0.9454545454545454,0.9433962264150944
kr-vs-kp,./data/num_and_cat/balanced,0.983729662077597,0.98,0.9493670886075949,0.9620253164556962,0,0,0.9620253164556962,0.9113924050632911,0.9367088607594937,0.94,0.9411764705882353,0,0,0.9411764705882353,0.8727272727272727,0.9777777777777777,0.9791666666666666,1.0,0,0,1.0,1.0,0.9166666666666666,0.9591836734693877,0.9696969696969697,0,0,0.9696969696969697,0.9320388349514563,0.946236559139785
kr-vs-kp,./data/num_and_cat/balanced,0.983729662077597,0.63,0.9873417721518988,0.9493670886075949,0,0,0.9746835443037974,0.9873417721518988,0.8860759493670886,0.9791666666666666,0.9574468085106383,0,0,0.9591836734693877,1.0,0.9523809523809523,1.0,0.9574468085106383,0,0,1.0,0.9787234042553191,0.851063829787234,0.9894736842105264,0.9574468085106385,0,0,0.9791666666666666,0.989247311827957,0.898876404494382
kr-vs-kp,./data/num_and_cat/balanced,0.983729662077597,0.91,0.9873417721518988,0.9746835443037974,0,0,0.9873417721518988,0.9620253164556962,0.9113924050632911,0.9818181818181818,0.9814814814814815,0,0,0.9818181818181818,1.0,1.0,1.0,0.9814814814814815,0,0,1.0,0.9444444444444444,0.8703703703703703,0.9908256880733944,0.9814814814814815,0,0,0.9908256880733944,0.9714285714285714,0.9306930693069307
kr-vs-kp,./data/num_and_cat/balanced,0.983729662077597,0.9,0.9746835443037974,0.9873417721518988,0,0,0.9873417721518988,0.810126582278481,0.9873417721518988,1.0,0.975,0,0,0.975,0.7727272727272727,0.975,0.9487179487179487,1.0,0,0,1.0,0.8717948717948718,1.0,0.9736842105263158,0.9873417721518987,0,0,0.9873417721518987,0.8192771084337349,0.9873417721518987
kr-vs-kp,./data/num_and_cat/balanced,0.983729662077597,0.98,0.9620253164556962,0.9873417721518988,0,0,0.9620253164556962,0.9873417721518988,0.7721518987341772,0.9482758620689655,1.0,0,0,0.9482758620689655,0.9821428571428571,1.0,1.0,0.9818181818181818,0,0,1.0,1.0,0.6727272727272727,0.9734513274336283,0.9908256880733944,0,0,0.9734513274336283,0.9909909909909909,0.8043478260869564
kr-vs-kp,./data/num_and_cat/balanced,0.983729662077597,0.64,0.9493670886075949,0.9493670886075949,0,0,0.9746835443037974,0.9493670886075949,0.9620253164556962,0.9285714285714286,0.9285714285714286,0,0,1.0,0.9444444444444444,0.9622641509433962,1.0,1.0,0,0,0.9615384615384616,0.9807692307692307,0.9807692307692307,0.962962962962963,0.962962962962963,0,0,0.9803921568627451,0.9622641509433962,0.9714285714285713
kr-vs-kp,./data/num_and_cat/balanced,0.983729662077597,0.96,1.0,1.0,0,0,1.0,0.9493670886075949,1.0,1.0,1.0,0,0,1.0,0.9230769230769231,1.0,1.0,1.0,0,0,1.0,1.0,1.0,1.0,1.0,0,0,1.0,0.9600000000000001,1.0
kr-vs-kp,./data/num_and_cat/balanced,0.983729662077597,0.83,1.0,0.9746835443037974,0,0,0.9493670886075949,0.759493670886076,0.9873417721518988,1.0,0.9512195121951219,0,0,0.9069767441860465,0.6724137931034483,1.0,1.0,1.0,0,0,1.0,1.0,0.9743589743589743,1.0,0.975,0,0,0.951219512195122,0.8041237113402061,0.9870129870129869
kr-vs-kp,./data/num_and_cat/balanced,0.983729662077597,0.97,0.9620253164556962,0.9113924050632911,0,0,0.9493670886075949,0.8734177215189873,0.8227848101265823,0.9444444444444444,0.9074074074074074,0,0,0.9433962264150944,1.0,1.0,1.0,0.9607843137254902,0,0,0.9803921568627451,0.803921568627451,0.7254901960784313,0.9714285714285714,0.9333333333333333,0,0,0.9615384615384616,0.891304347826087,0.8409090909090908
kr-vs-kp,./data/num_and_cat/balanced,0.983729662077597,0.97,1.0,0.9873417721518988,0,0,0.9873417721518988,0.9873417721518988,0.9746835443037974,1.0,1.0,0,0,1.0,0.9827586206896551,0.9824561403508771,1.0,0.9824561403508771,0,0,0.9824561403508771,1.0,0.9824561403508771,1.0,0.9911504424778761,0,0,0.9911504424778761,0.9913043478260869,0.9824561403508771
