dataset,num_and_cat,time_lux_ablation,time_lux_pure,time_lux_proba,time_lux_shap,time_explan,time_lore,time_anchor
kr-vs-kp,./data/num_and_cat/balanced,0.8847389221191406,0.0,0.0,109.96237468719482,18.23632502555847,75.81051063537598,4.983921766281128
kr-vs-kp,./data/num_and_cat/balanced,1.4951190948486328,0.0,0.0,93.10909652709961,14.634336471557617,77.95823907852173,11.701862573623657
kr-vs-kp,./data/num_and_cat/balanced,0.720412015914917,0.0,0.0,87.07098126411438,6.277669429779053,76.89115595817566,2.382063865661621
kr-vs-kp,./data/num_and_cat/balanced,0.6856262683868408,0.0,0.0,98.35732531547546,4.876973628997803,77.26353001594543,1.5983014106750488
kr-vs-kp,./data/num_and_cat/balanced,0.9962112903594971,0.0,0.0,89.68789768218994,13.04403567314148,77.41783905029297,5.093995809555054
kr-vs-kp,./data/num_and_cat/balanced,0.8382391929626465,0.0,0.0,102.5097496509552,5.703765392303467,76.75426888465881,2.2301392555236816
kr-vs-kp,./data/num_and_cat/balanced,0.6309912204742432,0.0,0.0,107.26402521133423,19.53899645805359,77.23976802825928,2.0048794746398926
kr-vs-kp,./data/num_and_cat/balanced,0.9452130794525146,0.0,0.0,99.1156415939331,5.18471622467041,78.52145433425903,2.9989101886749268
kr-vs-kp,./data/num_and_cat/balanced,0.8285319805145264,0.0,0.0,95.41592407226562,10.78138256072998,77.1469190120697,2.8716297149658203
kr-vs-kp,./data/num_and_cat/balanced,0.8326807022094727,0.0,0.0,83.11318802833557,4.285745859146118,77.91924500465393,8.854989767074585
kr-vs-kp,./data/num_and_cat/balanced,1.2513465881347656,0.0,0.0,83.30541372299194,6.539400815963745,76.91123414039612,2.94059157371521
kr-vs-kp,./data/num_and_cat/balanced,0.6870346069335938,0.0,0.0,95.92562890052795,17.189110279083252,77.52889060974121,2.26921010017395
kr-vs-kp,./data/num_and_cat/balanced,0.8269195556640625,0.0,0.0,89.10050296783447,9.029676675796509,77.8633303642273,4.284680128097534
